UID,Name,NationID,Born,Age,Height,Weight,PositionsDesc
29158257,Joshua Emmins,765,03-02-1999,17,174,0,D L
29158259,Fernando Bell-Toxtle,765,15-02-1999,17,179,0,M C
29158260,Harry Lea,765,26-11-1998,17,170,0,M C
29158372,Louis Jones,765,12-09-1998,17,186,0,GK 
29158373,Josh Barker,765,04-09-1998,17,179,0,D R
29158374,Conner Williamson,765,21-04-1998,18,183,71,D C
29158375,Will Longbottom,765,12-12-1998,17,168,0,AM/S RC
29158378,Reece Fielding,765,23-09-1998,17,178,0,D C
29158379,Lloyd Henderson,765,08-09-1998,17,161,0,M R
29158380,Kain Bingley,765,13-05-1998,18,180,0,D C
29158403,Liam Travers,765,14-09-1998,17,187,0,S 
29158449,Myles Judd,765,24-02-1999,17,173,65,D R
29158450,Dan Happe,765,28-09-1998,17,183,0,D C
29158452,Charley Barker,765,26-12-1998,17,172,0,M R
29158453,Henry Ochieng,765,11-11-1998,17,179,67,M C
29158454,Josh Koroma,765,09-11-1998,17,178,68,AM RL
29158455,Steven Alzate,765,08-09-1998,17,177,65,M C
29158456,Pat Adamson,765,24-10-1998,17,171,0,M C
29158457,Tristan Abrahams,765,29-12-1998,17,177,0,S 
29158487,Sam Wilson,765,11-02-1999,17,179,0,GK 
29158488,Kane Baldwin,765,16-08-1998,17,183,67,D RC
29158491,Morgan Ratcliffe,765,11-09-1998,17,188,0,D C
29158492,Tom Slone,765,04-04-1998,18,172,0,D RL
29158496,Kieran Harrison,765,09-06-1999,17,181,0,M C
29158497,Cameron Healey,765,28-10-1998,17,181,0,DM/M C
29158498,Yankuba Manneh,765,12-06-1998,18,188,0,M C
29158499,Charlie Shaw,765,21-11-1997,18,174,0,M/AM L
29158501,Cain Smith,765,31-12-1998,17,187,0,M C
29158502,Surafel Behailu,765,30-06-1999,17,182,0,M RL
29158505,Tom Marriott,765,13-12-1998,17,177,0,AM C
29158507,Devante Reittie,765,16-03-1999,17,174,0,S 
29158508,Harry Wakefield,765,18-01-1998,18,177,0,S 
29158524,Hugo Logan,765,21-09-1998,17,174,68,M/AM C
29158525,Juma Omar,765,01-01-1999,17,178,78,D LC
29158527,Samuel Nombe,765,22-10-1998,17,175,75,AM/S R
29158528,Andrew Osei-Bonsu,765,04-01-1999,17,183,74,DM/M C
29158529,Oran Jackson,765,16-10-1998,17,185,70,D C
29158530,Harry Stratton,765,13-10-1998,17,170,65,D L
29158531,Tom Wyant,765,24-06-1998,18,185,75,GK 
29158533,Callum Brittain,765,12-03-1998,18,180,73,D/WB/M/AM RL
29158535,Andrew McCorkell,765,09-10-1997,18,185,78,GK 
29158536,Joe Steele,765,26-10-1997,18,181,82,D RC
29158537,Dominic Palmiero,765,22-11-1997,18,169,62,DM/M C
29158538,Connor Furlong,765,07-02-1998,18,169,60,AM RLC
29158539,Adam Hunt,765,17-09-1997,18,183,76,D/DM RC
29158604,Aiden O'Kelly,765,13-08-1997,18,191,0,D RC
29158685,Callum Tait,765,22-10-1998,17,178,0,D RC
29158686,Jack Burgoyne,765,13-10-1998,17,182,0,D C
29158687,Josh Earl,765,24-10-1998,17,174,0,WB L
29158689,Akwasi Kwateng,765,28-03-1999,17,165,0,AM C
29158690,Dylan Davidson,765,20-03-1999,17,177,0,S C
29158691,Tom Barry,765,04-02-1999,17,186,0,S 
29158692,Leon Creech,765,03-12-1998,17,177,0,AM R
29158750,Tom Charlesworth,765,23-10-1998,17,171,59,D R
29158751,Callum Semple,765,20-09-1998,17,183,70,D C
29158752,Joe Cummings,765,08-09-1998,17,188,70,D LC
29158753,Alex Brown,765,21-09-1998,17,166,58,D L
29158754,Tyler Smith,765,04-12-1998,17,173,64,M/AM R
29158755,Jake Ford,765,12-09-1998,17,176,64,M C
29158756,Harvey Gilmour,765,15-12-1998,17,178,66,M C
29158758,Jordan Hallam,765,06-10-1998,17,168,64,AM/S C
29158759,Brodie Litchfield,765,24-04-1998,18,181,70,S 
29158767,Ryan Schmid,765,21-05-1999,17,196,77,GK 
29158768,Jacob Croud,765,02-10-1998,17,176,0,D LC
29158769,Zak Guerfi,765,11-10-1998,17,173,70,M C
29158796,Tommy Ouldridge,765,26-11-1998,17,187,0,M RC
29158797,Louis Spalding,765,30-07-1999,16,178,70,D LC
29158798,Jordan Simpson,765,28-11-1998,17,187,75,DM/M C
29158801,Scott Twine,765,14-07-1999,16,174,68,S 
29158803,Will Henry,765,06-07-1998,17,189,80,GK 
29158804,Jack Stanley,765,25-04-1999,17,179,78,D RC
29158805,Mason Hathaway,765,22-01-1999,17,180,70,D C
29159017,Dan Lammiman,765,28-04-1999,17,182,0,M LC
29159018,Kieran Hodges,765,14-09-1998,17,194,0,GK 
29159019,Lewis Ellington,765,23-11-1998,17,177,0,AM/S R
29159020,Lewis Leigh-Gilchrist,765,23-02-1999,17,171,0,M RC
29159021,Luke Russe,765,19-07-1999,16,185,0,DM/M C
29159023,Sam Blake,765,26-05-1999,17,182,0,D RC
29159024,Sam Hedges,765,30-04-1999,17,188,0,S 
29159025,Toby Rennie,765,03-03-1999,17,180,0,D RC
29159266,Jonny Giles,765,14-05-1994,22,178,0,M/AM L
29159365,Reece Ford,765,29-10-1998,17,181,67,D RC
29159366,Chris Camwell,765,27-10-1998,17,181,70,D LC
29159367,Kyle Finn,765,07-12-1998,17,178,67,M/AM RL
29159368,Jak Hickman,765,11-09-1998,17,167,0,D R
29159369,Jordon Thompson,765,08-04-1999,17,189,0,D C
29159370,Tom Bayliss,765,06-04-1999,17,183,73,M C
29159371,Ronee Hendricks,765,29-11-1998,17,178,64,AM RL
29159372,Dagry Mantsounga,765,15-05-1999,17,178,64,M C
29159373,Dan Smith,765,17-10-1998,17,178,60,S 
29159400,Ben Brereton,765,18-04-1999,17,186,0,S 
29159461,Dory Yates,765,25-04-1998,18,182,0,D C
29159544,Kyle Egan,765,15-02-1998,18,175,0,D R
29159545,Steven Rogers,765,29-11-1997,18,180,0,M C
29159546,Jordan Storey,765,01-09-1997,18,180,0,D C
29159547,Ben Seymour,765,01-01-1999,17,178,0,S 
29159549,Max Gillard,765,20-09-1998,17,174,0,D RC
29159550,Max Smallcombe,765,01-04-1999,17,176,0,M C
29159551,Archie Collins,765,01-10-1999,16,177,0,S 
29159552,Alex Hartridge,765,01-04-1999,17,177,0,D C
29159554,Lewis Williams,765,01-07-1999,17,185,0,GK 
29159555,Cameron Hargreaves,765,01-12-1998,17,193,0,M RC
29159597,Will Sykes,765,27-12-1998,17,189,0,GK 
29159599,Aaron Simpson,765,12-06-1999,17,179,0,D/WB L
29159600,Sam Lawford,765,31-01-1999,17,184,0,AM/S RL
29159601,Noel M'Bo,765,14-03-1999,17,185,77,S C
29159617,Mike Calveley,765,22-06-1999,17,171,72,M C
29159618,Liam Mottram,765,31-12-1998,17,176,77,S 
29159619,Ben Fraser,765,11-11-1998,17,171,73,D C
29159631,Jack Brownell,765,30-08-1999,16,175,0,DM/M C
29159632,Owen Darwent,765,24-12-1998,17,182,0,S 
29159633,Riccardo German,765,13-01-1999,17,172,0,AM/S R
29159634,George Lynam,765,06-01-1999,17,176,0,M RL
29159635,Dylan Parkin,765,11-11-1998,17,185,0,GK 
29159636,Joe Rowley,765,03-06-1999,17,160,0,M C
29159637,Jay Smith,765,24-03-1999,17,180,0,D C
29159638,Harry Taylor,765,03-10-1998,17,172,0,DM/M C
29159639,Daniel Thistlethwaite,765,03-10-1998,17,189,0,D C
29159642,Bradley Maslen-Jones,765,12-01-1998,18,188,73,D C
29160148,Louis Yuill,765,01-10-1998,17,180,0,D R
29160165,Jacob Brown,765,10-05-1998,18,184,0,S C
29160168,Morgan Bacon,765,02-09-1998,17,188,0,GK 
29160169,Jack Egan,765,16-10-1998,17,186,0,AM/S R
29160171,Rhys Groves,765,09-10-1998,17,194,0,D C
29160173,Ronaldo Brown,765,07-09-1998,17,176,70,AM RL
29160174,Mason Fallon,765,02-06-1999,17,183,0,D L
29160175,Brad Kay,765,26-10-1998,17,172,0,S 
29160178,Ryan Leonard,765,30-10-1998,17,179,0,M R
29160179,Rory Middleton,765,28-01-1999,17,166,0,M LC
29160180,Callum O'Neill,765,11-10-1998,17,173,0,GK 
29160181,James Sloane,765,25-01-1999,17,182,0,S 
29160205,Jack Ryan,765,27-08-1997,18,188,0,GK 
29160206,Brendan Ocran,765,20-09-1997,18,175,65,D R
29160208,Hakeem Odoffin,765,13-04-1998,18,191,0,D R
29160210,Nana Kyei,765,10-01-1998,18,181,76,M C
29160213,George Booker,765,06-09-1997,18,194,81,S C
29160214,Carlito Lawton,765,26-12-1997,18,196,100,S 
29160392,Park In-Hyeok,135,29-12-1995,20,185,73,S 
29160398,Liam Williams,765,11-03-1999,17,183,68,D C
29160399,Ciaran Best,765,17-11-1998,17,169,58,D L
29160400,Will Osgathorpe,765,29-03-1999,17,174,71,DM/M C
29160401,Jesse Arizie,765,10-11-1998,17,171,64,M RLC
29160423,Josh Beaumont,765,28-10-1998,17,190,0,D C
29160424,Luke Burgess,765,03-03-1999,17,177,0,M/AM RC
29160425,Remell Fitton,765,30-09-1998,17,172,61,M C
29160426,Charlie Forecast,765,09-09-1998,17,188,0,D C
29160427,Callum Lang,765,08-09-1998,17,180,0,AM/S L
29160428,Chris Merrie,765,02-11-1998,17,171,0,M C
29160429,Tom Powell,765,12-09-1998,17,180,0,S 
29160430,Nathan Randell,765,13-10-1998,17,184,0,S 
29160431,Christopher Sang,765,26-06-1999,17,174,0,S 
29160432,Sam Stubbs,765,20-11-1998,17,188,0,D C
29160433,Matthew Taylor,765,23-06-1999,17,181,0,D/WB L
29160435,Benjamin Agyeman-Badu,765,02-10-1998,17,183,74,S 
29160436,Ralph Chea,765,15-05-1999,17,176,77,M C
29160437,Christian N'Guessan,765,20-10-1998,17,186,79,M C
29160438,Caleb Richards,765,08-09-1998,17,183,76,D C
29160439,Liam Robinson,765,05-11-1998,17,173,73,M C
29160440,Tyler Rufus,765,26-05-1999,17,186,75,M R
29160441,Jack Sims,765,10-03-1999,17,183,76,GK 
29160442,Jack Steele,765,17-12-1998,17,188,78,M L
29160443,Denzel Williams,765,03-12-1998,17,183,76,D L
29160486,Adam Saxton,765,12-01-1999,17,177,0,D C
29160487,Harry Fidler,765,16-05-1999,17,182,0,GK 
29160488,Trae Adeyemi,765,08-12-1998,17,178,0,D C
29160489,Akeem Hinds,765,26-11-1998,17,177,0,S 
29160490,Ben Wiles,765,17-04-1999,17,173,0,M C
29160500,Marc Kelledy,765,01-01-1999,17,167,0,M/AM RLC
29160958,Joe Robson,765,07-05-1998,18,180,74,D RC
29161007,Clarke Oduor,765,25-06-1999,17,169,0,M/AM R
29161396,Colum Nugent,765,15-05-1990,26,185,0,D C
29161515,Joe Parker,765,03-10-1998,17,190,0,GK 
29161544,Connor Barton,765,12-12-1998,17,192,0,GK 
29161545,James Goode,765,04-01-1999,17,183,0,D C
29161546,Alfie Connor,765,03-09-1998,17,185,0,D C
29161547,Sam Piesse,765,10-08-1999,16,161,0,D L
29161550,Harry Baldry,765,20-09-1998,17,168,0,M C
29161551,Luke Noble,765,31-03-1999,17,170,0,M/AM R
29161552,Cameron Gow,765,20-02-1999,17,176,0,M L
29161553,Morgan Penfold,765,03-12-1998,17,174,0,S 
29161554,Deon Moore,765,14-05-1999,17,177,0,S 
29161555,Cameron Stump,765,19-03-1999,17,172,0,S 
29161556,Daniel Jarvis,765,03-05-1999,17,170,0,M C
29161557,Hugh Alban-Jones,765,13-06-1999,17,175,0,DM/M C
29161563,Charlie Phillips,765,29-04-1999,17,193,0,GK 
29161565,Sam Iles,765,09-09-1998,17,183,0,D LC
29161566,Bradley Confrey,765,08-11-1997,18,191,85,D C
29161567,Connor Jones,765,30-11-1998,17,178,0,M C
29161568,Elliot Green,765,28-03-1998,18,165,0,M RC
29161570,Callum Bingham,765,25-10-1997,18,174,0,M RC
29161572,Tyrone Tucker-Dixon,765,29-09-1998,17,180,0,AM/S R
29161603,Nick Grimes,765,04-12-1997,18,183,0,D C
29161621,Aaron Murphy,765,19-09-1998,17,183,0,GK 
29161622,Louis Wardle,765,29-03-1999,17,181,0,D R
29161623,Adam Lund,765,31-10-1998,17,183,0,D C
29161625,William Smith,765,04-11-1998,17,192,0,D/DM C
29161626,Shamaul Bertie,765,25-02-1999,17,175,0,M/AM L
29161627,Philroy Peters,765,11-11-1998,17,180,0,D C
29161628,Ollie Humphrey,765,17-09-1997,18,188,75,D L
29162031,Harry Smith,765,18-05-1995,21,196,88,S 
29162621,Olatunde Bayode,765,07-02-1999,17,174,0,D R
29162622,Tinashe Chakwana,765,25-10-1998,17,171,0,M RL
29162623,Miles Fenton,765,10-04-1999,17,175,0,M C
29162624,Billy Grogan,765,09-09-1998,17,185,0,D R
29162625,Mark Howarth,765,30-05-1999,17,166,0,M C
29162626,Connor King,765,27-04-1999,17,184,0,GK 
29162627,Tyler Shrimpton,765,25-07-1999,16,176,0,M L
29162628,Tommy Wood,765,26-11-1998,17,180,0,S 
29162646,Ryan Clampin,765,29-01-1999,17,186,0,AM L
29162647,Aaron Cosgrave,765,17-07-1999,16,187,0,AM/S RL
29162648,Ross Debrick,765,12-10-1998,17,185,0,D/WB L
29162649,Eoin McKeown,765,05-11-1998,17,174,0,S 
29162650,Joshua Moore,765,02-09-1998,17,170,0,M C
29162651,Jake Mulryne,765,14-10-1998,17,176,0,D R
29162652,Jacob Partridge,765,23-09-1998,17,192,0,D/DM C
29162653,Joshua Pollard,765,09-11-1998,17,183,0,D C
29162654,Josce Syrett,765,07-09-1998,17,176,0,AM C
29162657,Nathan Convery,765,31-12-1998,17,181,0,D R
29162658,James Cook,765,12-11-1998,17,178,0,D C
29162659,Mitchell Curry,765,14-07-1999,16,178,0,AM/S R
29162660,Bradley James,765,05-07-1999,16,195,0,GK 
29162662,Jack Lambert,765,19-03-1999,17,173,0,M C
29162663,Patrick Reading,765,29-05-1999,17,177,0,D L
29162664,Anthony Renton,765,17-11-1998,17,183,0,D RC
29162665,Brandon Holdsworth,765,23-11-1998,17,177,0,M C
29162666,Kieran Storey,765,21-06-1999,17,184,0,D C
29162667,Marcus Tavernier,765,22-03-1999,17,176,0,D/WB/M RLC
29162668,Jay Wilson,765,30-01-1999,17,174,0,M/AM RL
29162669,Matthew Wilson,765,18-12-1998,17,184,0,M RL
29162687,Calvin Harris,765,20-03-1999,17,173,0,M C
29162753,Dan Wallis,765,05-04-1999,17,175,0,GK 
29162754,Joe Cook,765,31-07-1999,16,182,0,D C
29162805,Joe Sbarra,765,21-12-1998,17,171,0,S 
29162806,Joseph Hunt,765,03-01-1999,17,179,0,D R
29162807,Jayden Cotterill,765,08-03-1999,17,182,0,D C
29162808,Dylan Garnett,765,23-02-1999,17,175,0,S 
29162809,Lewis Walker,765,09-03-1999,17,186,0,GK 
29162810,Jack Hallahan,765,16-09-1998,17,180,0,M C
29162811,Thomas Hammerton,765,04-09-1998,17,179,0,M C
29162812,Callum Edwards,765,16-11-1998,17,181,0,D C
29162813,Cameron Shaw,765,24-09-1998,17,176,0,S 
29162833,Ody Alfa,765,09-03-1999,17,186,0,S 
29162834,Romeo Akinola,765,05-10-1998,17,185,0,M C
29162851,Keegan Burton,765,04-09-1998,17,176,64,AM/S C
29162853,Josh Perryman,765,08-10-1998,17,183,73,GK 
29162855,Joel Bonner,765,20-09-1998,17,187,75,D C
29162857,George Hassall,765,31-12-1998,17,182,68,S 
29162858,George Hughes,765,23-03-1999,17,177,64,M C
29162860,Jake Kerins,765,15-10-1998,17,179,70,D C
29162861,John McAtee,765,23-07-1999,16,181,66,AM C
29162862,Jacob Rammell,765,06-09-1998,17,180,71,M C
29162910,Jordan Alawode-Williams,765,29-08-1997,18,179,0,D R
29162913,Joe Bateman,765,06-12-1998,17,173,0,DM/M C
29162914,Jahvan Davidson-Miller,765,10-10-1998,17,177,0,S 
29162915,Micah Edwards,765,29-11-1998,17,187,0,S 
29162916,Harry Goode,765,24-10-1998,17,190,0,D C
29162919,Matthew Yates,765,14-05-1999,17,182,0,GK 
29162920,Josh Lukwata,765,19-01-1999,17,193,0,GK 
29162921,Taye Ashby-Hammond,765,21-03-1999,17,187,0,GK 
29162925,Jerome Opoku,765,14-10-1998,17,190,0,D LC
29162927,Cassian Thomas,765,22-01-1999,17,172,0,M C
29162928,Dennis Adeniran,765,02-01-1999,17,180,71,M/AM C
29162933,Isaac Kelly,765,10-11-1998,17,182,0,D C
29162985,Brandon Thomas-Asante,765,29-12-1998,17,173,70,AM/S RL
29162997,Conor Hudnott,765,02-09-1996,19,190,0,GK 
29163010,James White,765,04-01-1999,17,176,66,DM/M C
29163012,Matt Day,765,01-09-1998,17,183,70,S 
29163013,Ryan Green,765,05-10-1998,17,173,64,M C
29163014,Noel Leighton,765,18-02-1999,17,181,70,AM/S L
29163015,Eze Ebuzoeme,765,12-02-1999,17,183,66,M C
29163016,James Fitzgerald,765,04-11-1997,18,183,65,M C
29163017,Dan McNamara,765,27-12-1998,17,173,63,D R
29163018,Matthew Campbell-Mhlope,765,15-11-1998,17,173,62,M RL
29163031,Tyler Frost,765,07-07-1999,16,182,0,AM RL
29163032,Jack Denton,765,13-10-1998,17,176,0,D/DM C
29163033,Teddy Howe,765,09-10-1998,17,176,0,D R
29163034,Ramarni Medford-Smith,765,21-10-1998,17,182,0,D LC
29163035,Ade Shokunbi,765,17-12-1998,17,169,0,M C
29163040,George Collett-McCartney,765,11-09-1998,17,182,66,D L
29163041,Harry Gibbons,765,15-11-1998,17,176,66,M RC
29163042,Joe Searson-Smithard,765,09-09-1998,17,185,84,GK 
29163043,Montel Gibson,765,15-12-1997,18,178,77,S 
29163044,Nathan Cobain,765,22-04-1999,17,189,85,D C
29163045,Peter Dearle,765,21-09-1998,17,189,69,S 
29163046,Tamar Clayton-Naute,765,21-07-1999,16,164,0,M/AM RL
29163047,Yohan Rutty-Smith,765,27-04-1998,18,184,84,M RLC
29163057,James Georgaklis,1435,05-11-1998,17,175,0,M C
29163235,Jack Wingate,765,01-10-1998,17,189,0,GK 
29163244,Matthew Gains,765,06-01-1999,17,179,0,M C
29163245,Tyler Walker,765,18-02-1999,17,194,0,D R
29163596,Theo Roberts,765,10-09-1998,17,187,0,GK 
29163597,Jamie Cotter,765,28-01-1999,17,174,0,M C
29163627,James Thorne,765,03-01-1996,20,188,0,AM/S L
29163833,Darnell Smith,765,24-03-1999,17,188,78,D C
29163834,Joe Payne,765,02-04-1999,17,186,75,D LC
29163835,Daniel Cheema,765,29-12-1998,17,176,67,M RL
29163836,Ephron Mason-Clark,765,25-08-1999,16,178,71,AM/S RL
29163843,Toyosi Olusanya,765,02-01-1998,18,181,68,AM/S RL
29163864,Sam Roach,765,06-04-1999,17,195,0,GK 
29163865,Sam Alderson,765,07-11-1997,18,176,0,M R
29163867,Josh Brown,765,31-10-1998,17,194,0,M C
29163908,Anthony Folkes,765,04-11-1998,17,170,0,M RC
29163909,Charlie Fox,765,26-11-1998,17,188,0,D C
29163910,Rhys Springer-Downes,765,17-12-1998,17,174,0,D R
29163914,Mamadou Djabi,765,28-12-1998,17,174,0,S 
29163917,Gerard Garner,765,02-11-1998,17,188,73,S 
29163919,Damani Dias,765,15-10-1998,17,181,0,S 
29163920,Ben Musselwhite,765,30-12-1998,17,174,0,DM/M C
29163921,Tom Clifford,765,09-02-1999,17,182,0,D L
29163922,Imani Matthews,765,26-09-1998,17,185,0,S 
29163923,Lewis Gard,765,26-08-1999,16,174,0,M C
29163924,Tom Ripsher,765,26-09-1998,17,180,0,D L
29163929,Alex Clark,765,07-10-1998,17,173,0,M/AM L
29163930,Joe Mackenzie,765,23-02-1999,17,193,0,D C
29163955,Harry Blackburn,765,19-09-1998,17,171,64,M/AM RC
29163957,Luke Moran,765,18-10-1998,17,176,69,DM/M C
29163958,Reagan Ogle,1435,29-03-1999,17,173,59,D RL
29163959,Joe Rathbone,765,14-12-1998,17,173,67,M C
29163960,Ross Sykes,765,26-03-1999,17,196,73,D RC
29163961,Jordan Fielding,765,01-10-1998,17,192,0,D C
29163962,Josh Hawkes,765,28-01-1999,17,168,0,AM RC
29163963,Kenton Richardson,765,26-06-1999,17,173,0,M/AM R
29163964,Ethan Wood,765,10-12-1998,17,185,0,M C
29163965,Aidan Hart,765,11-09-1998,17,179,0,D R
29163966,Manny Agboola,765,25-07-1998,17,193,0,GK 
29163968,Jordan Graham,765,30-12-1997,18,180,71,AM/S C
29163970,Joseph Hartley,765,01-09-1998,17,170,0,M/AM R
29163971,Charlie Hawtin,765,26-02-1998,18,172,0,D R
29163973,Malachi Napa,765,26-06-1999,17,167,0,M/AM RC
29163975,Charley Tuttle,765,22-10-1998,17,179,0,D L
29164150,Lewis Baines,765,10-10-1998,17,183,73,D C
29164151,Lewis Shorrock,765,19-10-1998,17,168,0,M C
29164154,Thomas Coulson,765,25-09-1997,18,186,73,D/M C
29164156,Michael Tetteh,765,26-07-1997,18,168,65,M C
29164157,Jordan Hancox,765,26-10-1997,18,173,62,M/AM L
29164159,Max Johnstone,765,18-08-1998,17,196,0,GK 
29164598,Randell Williams,765,24-08-1997,18,172,0,AM L
29164662,Justin Amaluzor,765,17-10-1996,19,183,79,AM RL
29164969,Jordan Zemura,765,14-11-1999,16,171,0,D/WB L
29164970,Brendan Sarpong-Wiredu,765,07-11-1999,16,177,0,D R
29165122,Isaac Maynard,765,28-09-1997,18,176,62,DM/M C
29165173,Jason Law,765,26-04-1999,17,171,0,AM/S C
29165372,Connor Hall,765,18-02-1998,18,173,64,S 
29165550,Rarmani Edmonds-Green,765,14-01-1999,17,181,0,D C
29165599,Lewis Walker,765,04-05-1998,18,186,0,AM/S R
29165656,Ryan Sessegnon,765,18-05-2000,16,178,71,D/M/AM L
29165729,Omar Richards,765,23-06-1998,18,176,0,D L
29165730,Danny Loader,765,28-08-2000,15,177,0,AM/S C
29166353,Sean Clare,765,18-09-1996,19,191,80,AM C
29166715,Ashley Nadesan,765,06-04-1995,21,180,0,S R
29166962,Tom Meechan,765,26-01-1991,25,181,0,S 
29167402,Darren Abbey,765,30-12-1999,16,182,74,D C
29167403,Greg Adinna,765,29-12-1999,16,177,65,S 
29167404,Charlie Busby,765,03-12-1999,16,177,68,GK 
29167405,Loic Hernandez,765,07-11-1999,16,180,73,D L
29167406,Kieron Loughney,765,10-10-1999,16,179,73,D RC
29167407,Roy Syla,765,20-06-2000,16,178,70,M C
29167411,Kofi Anokye-Boadi,765,26-05-2000,16,178,67,D/M RC
29167412,Alieu Koroma,765,23-10-1999,16,167,60,AM RL
29167413,EJ Mensah,765,17-11-1999,16,183,74,D C
29167414,Bobby Sears,765,02-09-1999,16,183,77,S 
29167415,Ryan Kirwan,765,05-09-1999,16,179,67,D/DM LC
29168560,Callum Styles,765,27-03-2000,16,170,64,M RC
29168857,Daniel Bowry,765,29-04-1998,18,178,0,D C
29169505,Sam Haynes,765,01-11-1999,16,183,0,D C
29169506,Mitch Thomas,765,01-10-1999,16,177,0,D/M C
29169507,Joel Randall,765,01-11-1999,16,180,0,M/AM C
29169508,Joe O'Loughlin,765,01-02-2000,16,168,0,D L
29169509,Josh Hancock,765,01-01-2000,16,183,0,D C
29169510,Harry Kite,765,29-06-2000,16,182,0,WB/M RL
29169511,Lucas White,765,20-02-2000,16,177,0,S 
29169512,Brandon Parsons,765,01-02-2000,16,184,0,S 
29169513,Josh Key,765,19-11-1999,16,172,0,D R
29169658,Steven Sessegnon,765,18-05-2000,16,173,67,D RLC
29169812,Charlie Andrew,765,06-01-2000,16,191,0,GK 
29169813,Brandon Fleming,765,03-12-1999,16,175,0,WB/M/AM L
29169814,Billy Chadwick,765,19-01-2000,16,176,0,M C
29169815,Josh Thacker,765,07-09-1999,16,182,0,D LC
29169816,Elliot Holmes,765,02-04-2000,16,173,0,M/AM C
29170353,Finn Tapp,765,09-01-1999,17,183,75,D/M C
29170355,Bradley Bell,765,21-01-2000,16,172,65,DM/M C
29170356,Joe Evans,765,17-09-1999,16,182,70,M/AM RL
29170357,Tommy Hope,765,19-03-2000,16,175,72,D/WB/M L
29170620,Jake Willetts,765,13-11-1999,16,177,0,M C
29170621,Ethan Stewart,765,27-01-1999,17,181,0,D C
29170622,Choz Charlesworth,765,13-11-1999,16,175,0,D/M C
29170623,Connor Smith,765,26-10-1999,16,169,0,M C
29170624,Daniel Preston,765,09-05-1999,17,173,0,D L
29170625,Luke McCormick,765,04-10-1999,16,187,0,S 
29170995,Mike Cooper,765,08-10-1999,16,186,0,GK 
29170996,Billy Craske,765,19-09-1999,16,176,0,M/AM R
29170997,Elliott Crawford,765,31-01-2000,16,186,0,D C
29170998,Harry Downing,765,17-03-2000,16,181,0,D C
29170999,Harry Hodges,765,12-11-1999,16,176,0,D R
29171001,Ryan Law,765,08-09-1999,16,176,0,D L
29171002,Cameron Sangster,765,29-12-1999,16,181,0,M/AM LC
29171003,Matt Ward,765,23-09-1999,16,165,0,M C
29171263,Hugo Cardoso,765,11-04-1999,17,167,0,M/AM RL
29171580,Adam Kelsey,765,12-11-1999,16,191,0,GK 
29171582,Sam Lilley,765,02-11-1999,16,191,0,D C
29171583,Ewan Train,765,03-10-1999,16,184,0,M LC
29171584,George Hornshaw,765,20-01-2000,16,159,0,M C
29171585,Harvey Ablett,765,05-10-1999,16,177,0,S 
29171586,Kane Bartholomew,765,27-10-1999,16,168,0,D L
29171587,Kyle Porter,765,09-10-1999,16,159,0,M C
29171864,Callum Grogan,765,12-12-1997,18,194,73,D C
29171865,Cameron Gregory,765,27-08-1999,16,164,0,GK 
29171866,Cameron Esien,765,09-12-1999,16,169,0,D RC
29171868,Ryan Barnett,765,23-09-1999,16,171,0,WB/M/AM RC
29171869,Aaron Gilpin,765,09-10-1999,16,178,0,M R
29171870,Charlie Higgs,765,08-01-1999,17,174,0,S 
29171871,Tyrone Ofori,765,10-07-1999,16,175,0,S 
29172168,Harry Fay,765,11-11-1999,16,180,0,M/AM L
29172169,Jack Rice-Lethaby,765,01-12-1999,16,178,0,WB/M/AM R
29172170,Brad Cherett,765,15-01-2000,16,164,0,AM/S RLC
29172171,Jeremiah Gyebi,765,23-06-1999,17,182,0,D C
29172172,Joe Tomlinson,765,23-05-1999,17,194,0,D L
29172173,Jack Hilton-Jones,765,10-03-1999,17,181,0,M RLC
29173283,Rob Worrall,765,01-08-1998,17,184,0,S 
29173543,Alex Laird,765,14-01-1998,18,182,0,D C
29173544,George Sykes-Kenworthy,765,01-10-1999,16,171,0,GK 
29173545,Sam Wright,765,28-09-1999,16,176,69,D LC
29173546,Casey Taglione,765,04-01-1999,17,165,0,S 
29173547,Harry Warren,765,19-10-1999,16,178,0,D L
29173548,Omed Gardezi,765,08-10-1999,16,169,0,M C
29173550,Reece Powell,765,06-05-2000,16,171,0,AM C
29173551,Ross Mullet,765,11-09-1999,16,185,0,GK 
29173561,Mitchell Ware,765,30-09-1999,16,188,76,GK 
29173562,Ellis Murrell,765,02-09-1999,16,173,70,D/M R
29173563,Ross Marshall,765,18-10-1999,16,181,0,D C
29173565,Steven Cahill,765,12-10-1999,16,178,70,M RC
29173566,Tristan Nydam,765,06-11-1999,16,176,64,M LC
29173567,Brett McGavin,765,21-12-1999,16,183,60,M C
29173568,Albert Wilton,765,23-05-2000,16,181,73,AM/S RL
29173569,Jack Lankester,765,19-01-2000,16,178,60,AM C
29173570,Patrick Webber,765,15-05-1999,17,191,74,D LC
29173571,Declan Daniels,765,12-10-1998,17,191,72,S 
29173641,Thomas Allan,765,23-09-1999,16,176,0,S 
29173642,Kieren Aplin,765,12-05-2000,16,184,0,M C
29173643,Lewis Cass,765,27-02-2000,16,190,0,D C
29173644,Isaac Gamblin,765,22-10-1999,16,190,0,D C
29173645,Lewis Gibson,765,19-07-2000,15,168,0,D L
